user_id,month,income,food & drink,rent,utilities,travel,entertainment,health & fitness,shopping,other,investment,total_expense,cluster,spender_type
U0133,2026-11,56498,11530,18302,4255,1997,3212,3351,5188,0,11013,47835,1,Balanced
U0133,2026-12,56498,10286,15386,3631,2675,1851,1222,3137,8151,10155,46339,1,Balanced
U0134,2026-01,27328,5216,7101,2118,0,1689,897,2482,3885,3937,23388,0,Saver
U0134,2026-02,27328,4786,9164,1434,1741,982,1474,2533,0,6712,22114,0,Saver
U0134,2026-03,27328,6257,8193,1465,0,1442,1168,1666,4221,2912,24412,0,Saver
U0134,2026-04,27328,5671,8347,1543,2088,1882,1496,2199,0,4657,23226,0,Saver
U0134,2026-05,27328,6435,6851,1795,0,1131,822,2256,4389,3646,23679,0,Saver
U0134,2026-06,27328,4937,8024,1757,1182,1759,1473,1711,3566,2914,24409,0,Saver
U0134,2026-07,27328,6704,7992,2028,1610,863,1198,1737,89,5102,22221,0,Saver
U0134,2026-08,27328,6442,8653,1890,1555,1260,1436,1759,0,6732,22995,0,Saver
U0134,2026-09,27328,6712,8983,2046,0,1607,711,1420,2946,2898,24425,0,Saver
U0134,2026-10,27328,5809,8010,1678,0,1881,708,1926,489,6822,20501,0,Saver
U0134,2026-11,27328,6069,7341,2095,2102,1899,0,2704,0,6259,22210,0,Saver
U0134,2026-12,27328,4252,7960,1380,0,1694,900,2435,3523,5181,22144,0,Saver
U0135,2026-01,65906,12279,21091,4467,0,3867,0,4938,11856,7404,58498,1,Balanced
U0135,2026-02,65906,15710,20781,3920,0,2047,0,4528,10254,8662,57240,1,Balanced
U0135,2026-03,65906,13084,19074,4492,0,4000,2131,4030,4306,14786,51117,1,Balanced
U0135,2026-04,65906,10033,19101,4057,3285,4280,0,3997,9303,11847,54056,1,Balanced
U0135,2026-05,65906,11981,21013,4405,0,2660,0,2996,12678,10169,55733,1,Balanced
U0135,2026-06,65906,15538,17788,4910,0,4409,1463,3073,5589,13132,52770,1,Balanced
U0135,2026-07,65906,13680,19147,4773,0,2827,3403,3280,10220,8572,57330,1,Balanced
U0135,2026-08,65906,16117,17287,4774,0,2735,2658,3966,10412,7954,57949,1,Balanced
U0135,2026-09,65906,12423,22905,3945,0,2630,2109,3470,11060,7361,58542,1,Balanced
U0135,2026-10,65906,14130,19992,5245,2003,3771,0,5174,7234,8352,57549,1,Balanced
U0135,2026-11,65906,13289,22985,4949,3006,2925,0,4888,0,13872,52042,1,Balanced
U0135,2026-12,65906,10131,18723,5238,3366,3740,0,5498,6747,12459,53443,1,Balanced
U0136,2026-01,27635,4169,9422,1688,0,1133,609,2356,4777,3478,24154,0,Saver
U0136,2026-02,27635,4933,8304,2182,0,1784,1449,1257,3921,3801,23830,0,Saver
U0136,2026-03,27635,6129,8334,1440,0,1804,1358,1125,665,6776,20855,0,Saver
U0136,2026-04,27635,4921,7053,1807,0,1516,1171,1915,2722,6525,21105,0,Saver
U0136,2026-05,27635,5005,9537,1454,0,1123,0,1707,3374,5432,22200,0,Saver
U0136,2026-06,27635,4920,7985,1609,962,1089,922,2086,5111,2949,24684,0,Saver
U0136,2026-07,27635,5087,6970,1858,1929,1769,0,2183,2828,5006,22624,0,Saver
U0136,2026-08,27635,4370,6952,2008,0,1353,1297,2657,2554,6441,21191,0,Saver
U0136,2026-09,27635,4803,9540,1713,1907,1612,0,1370,317,6367,21262,0,Saver
U0136,2026-10,27635,6402,7497,1482,0,1294,0,1951,4911,4094,23537,0,Saver
U0136,2026-11,27635,6007,7833,1489,0,1279,1146,1940,2175,5763,21869,0,Saver
U0136,2026-12,27635,6786,6942,1499,0,1791,0,1743,3575,5296,22336,0,Saver
U0137,2026-01,74013,13449,20135,4118,4246,2990,2293,5845,10979,9954,64055,1,Balanced
U0137,2026-02,74013,17400,21066,4307,0,3714,3277,3688,11197,9359,64649,1,Balanced
U0137,2026-03,74013,13117,18925,4420,2760,4104,0,5517,13666,11501,62509,1,Balanced
U0137,2026-04,74013,13708,21977,4580,3884,4756,3590,3936,5839,11738,62270,1,Balanced
U0137,2026-05,74013,11247,19949,3932,5841,5022,2319,6757,9002,9938,64069,1,Balanced
U0137,2026-06,74013,12747,18706,4027,0,3980,0,5012,18519,11018,62991,1,Balanced
U0137,2026-07,74013,17224,19759,5223,0,3151,3354,4095,7051,14151,59857,1,Balanced
U0137,2026-08,74013,17475,20365,5414,0,2567,0,4465,12905,10819,63191,1,Balanced
U0137,2026-09,74013,17841,21361,5398,0,3218,0,2984,5216,17991,56018,1,Balanced
U0137,2026-10,74013,17710,20400,4616,0,3338,0,3115,11599,13231,60778,1,Balanced
U0137,2026-11,74013,11104,23027,5447,0,2674,1756,5308,10103,14589,59419,1,Balanced
U0137,2026-12,74013,17118,25422,5883,0,2270,1486,3285,10949,7595,66413,1,Balanced
U0138,2026-01,23199,4432,6838,1341,0,1432,1356,1965,1145,4687,18509,0,Saver
U0138,2026-02,23199,3795,8072,1626,864,1373,0,1130,2220,4115,19080,0,Saver
U0138,2026-03,23199,4083,7353,1427,708,1504,0,1678,1590,4852,18343,0,Saver
U0138,2026-04,23199,3548,6327,1851,1072,907,0,1814,3636,4039,19155,0,Saver
U0138,2026-05,23199,5725,6063,1687,922,1512,554,1329,0,5764,17792,0,Saver
U0138,2026-06,23199,5727,8038,1684,0,1223,0,1289,791,4443,18752,0,Saver
U0138,2026-07,23199,4370,7454,1413,0,1002,0,2028,3521,3407,19788,0,Saver
U0138,2026-08,23199,4565,7640,1571,0,1432,0,2289,3070,2627,20567,0,Saver
U0138,2026-09,23199,3956,7577,1610,0,1561,1324,2004,1450,3713,19482,0,Saver
U0138,2026-10,23199,5594,6478,1551,0,1190,0,1614,2011,4757,18438,0,Saver
U0138,2026-11,23199,5381,6638,1773,1685,1610,0,1188,532,4389,18807,0,Saver
U0138,2026-12,23199,3833,7553,1753,0,1243,0,1245,5108,2461,20735,0,Saver
U0139,2026-01,26842,4905,7675,1573,2032,1332,562,2484,0,6373,20563,0,Saver
U0139,2026-02,26842,5408,7440,1987,0,1731,0,2074,5050,3149,23690,0,Saver
U0139,2026-03,26842,6195,7938,1631,976,1470,1031,1201,470,5925,20912,0,Saver
U0139,2026-04,26842,6552,7321,1652,0,1162,0,1957,3165,5030,21809,0,Saver
U0139,2026-05,26842,5526,7376,1355,0,1618,1132,1868,5069,2894,23944,0,Saver
U0139,2026-06,26842,5321,7418,1401,990,1250,1275,1233,4081,3869,22969,0,Saver
U0139,2026-07,26842,6035,8902,1718,0,1434,1318,1141,357,5933,20905,0,Saver
U0139,2026-08,26842,6125,7766,1895,0,1817,0,2070,1918,5247,21591,0,Saver
U0139,2026-09,26842,5195,9331,1563,0,1869,0,1866,651,6365,20475,0,Saver
U0139,2026-10,26842,4553,7905,1758,1753,884,833,1749,4129,3273,23564,0,Saver
U0139,2026-11,26842,6493,7349,1349,0,1777,721,1960,3306,3882,22955,0,Saver
U0139,2026-12,26842,4381,8106,1900,1553,1791,0,1085,3422,4601,22238,0,Saver
U0140,2026-01,62957,13930,21604,4241,0,1966,1476,5083,8270,6382,56570,1,Balanced
U0140,2026-02,62957,11804,21196,3760,3362,2309,0,2961,8780,8783,54172,1,Balanced
U0140,2026-03,62957,11250,18552,4122,0,4265,2251,4437,11772,6305,56649,1,Balanced
U0140,2026-04,62957,11953,21412,4579,2374,3800,2820,5875,0,10277,52813,1,Balanced
U0140,2026-05,62957,9451,20235,4798,3633,2299,0,2538,6902,13096,49856,1,Balanced
U0140,2026-06,62957,10477,21910,3943,3256,4302,0,3614,4686,10764,52188,1,Balanced
U0140,2026-07,62957,10392,18872,3615,4574,1984,0,5854,10725,6937,56016,1,Balanced
U0140,2026-08,62957,9812,20592,3575,0,2086,0,3548,11969,11371,51582,1,Balanced
U0140,2026-09,62957,12418,21117,4887,3114,3166,0,5567,0,15060,50269,1,Balanced
U0140,2026-10,62957,13840,21171,4920,1991,3367,0,4845,468,12351,50602,1,Balanced
U0140,2026-11,62957,11507,20984,4016,0,3672,1368,5250,6054,10101,52851,1,Balanced
U0140,2026-12,62957,12614,18285,4448,4016,2392,0,5124,8915,7160,55794,1,Balanced
U0141,2026-01,60980,11434,18050,3163,0,1971,1916,6019,3718,14706,46271,1,Balanced
U0141,2026-02,60980,14124,15973,4427,2874,3497,0,5650,80,14350,46625,1,Balanced
U0141,2026-03,60980,14529,17075,4152,0,2849,3397,2701,7333,8939,52036,1,Balanced
U0141,2026-04,60980,9959,19336,3194,0,2968,3421,5904,5834,10361,50616,1,Balanced
U0141,2026-05,60980,10763,20746,3517,4212,3504,0,4613,0,14150,47355,1,Balanced
U0141,2026-06,60980,10526,15366,3862,0,3489,0,4470,10495,12768,48208,1,Balanced
U0141,2026-07,60980,11698,18621,3129,2107,4124,2885,4705,4774,8933,52043,1,Balanced
U0141,2026-08,60980,10103,21300,3415,3381,3244,0,2506,6133,10893,50082,1,Balanced
U0141,2026-09,60980,14004,15592,4514,0,2610,2911,3784,7609,9951,51024,1,Balanced
U0141,2026-10,60980,11427,16913,3291,0,1959,0,6017,14347,7022,53954,1,Balanced
U0141,2026-11,60980,11055,18691,4019,0,2873,0,5657,6662,12019,48957,1,Balanced
U0141,2026-12,60980,13300,16557,3792,4455,3372,0,4872,5861,8766,52209,1,Balanced
U0142,2026-01,69726,11089,22848,3584,5477,4386,0,4871,2648,14818,54903,1,Balanced
U0142,2026-02,69726,11240,23855,4200,0,4050,3989,5130,7434,9825,59898,1,Balanced
U0142,2026-03,69726,12601,24158,5351,3084,3571,0,2847,2776,15335,54388,1,Balanced
U0142,2026-04,69726,12796,23258,3750,4492,2186,1625,3749,2458,15407,54314,1,Balanced
U0142,2026-05,69726,16275,22752,3874,0,2576,0,2928,8053,13264,56458,1,Balanced
U0142,2026-06,69726,15445,23424,5221,0,3546,2667,5810,333,13275,56446,1,Balanced
U0142,2026-07,69726,17033,22828,4785,5199,3609,3455,3635,0,13159,60544,1,Balanced
U0142,2026-08,69726,16581,22270,3848,2280,3134,0,3114,10608,7886,61835,1,Balanced
U0142,2026-09,69726,16645,23167,4522,0,4124,2633,3062,4390,11179,58543,1,Balanced
U0142,2026-10,69726,16354,22659,4889,0,4325,3139,4424,2654,11277,58444,1,Balanced
U0142,2026-11,69726,13630,18150,4166,0,2586,2854,4685,14574,9077,60645,1,Balanced
U0142,2026-12,69726,13692,19179,3987,0,4389,2214,3266,13624,9371,60351,1,Balanced
U0143,2026-01,99022,16226,33180,7570,5117,5420,0,7509,10295,13701,85317,2,High Spender
U0143,2026-02,99022,22822,28160,5865,0,4199,5032,6242,7240,19458,79560,2,High Spender
U0143,2026-03,99022,19648,29124,7496,0,3025,4204,7962,15300,12260,86759,2,High Spender
U0143,2026-04,99022,15398,33865,7227,0,6929,0,4173,18866,12560,86458,2,High Spender
U0143,2026-05,99022,24372,26451,7440,0,6754,2259,8931,8187,14623,84394,2,High Spender
U0143,2026-06,99022,23246,33122,6767,4642,5511,0,4575,2368,18786,80231,2,High Spender
U0143,2026-07,99022,19300,30223,6943,0,3279,0,6603,10856,21815,77204,1,Balanced
U0143,2026-08,99022,18665,28885,7747,3565,6395,3631,5237,2630,22262,76755,2,High Spender
U0143,2026-09,99022,19217,28719,5004,3586,3762,2222,7420,18704,10383,88634,2,High Spender
U0143,2026-10,99022,22446,26412,7773,0,4543,0,9508,17452,10885,88134,2,High Spender
U0143,2026-11,99022,23154,26675,7913,4909,6915,0,8353,3479,17620,81398,2,High Spender
U0143,2026-12,99022,16095,25052,6729,0,4362,0,8827,21761,16191,82826,2,High Spender
U0144,2026-01,79230,19252,24234,5319,5035,3533,3709,3345,3771,11029,68198,1,Balanced
U0144,2026-02,79230,16688,27414,6053,0,5183,0,3902,558,19429,59798,1,Balanced
U0144,2026-03,79230,15945,23976,4164,3630,5217,0,5343,4443,16508,62718,1,Balanced
U0144,2026-04,79230,12294,26916,5861,6126,2792,0,7178,3349,14711,64516,1,Balanced
U0144,2026-05,79230,18811,20450,4887,3245,3663,3788,3525,12551,8304,70920,1,Balanced
U0144,2026-06,79230,17092,27662,5902,4708,3378,0,6155,2329,12001,67226,1,Balanced
U0144,2026-07,79230,18484,23134,5717,0,5300,0,4032,7191,15368,63858,1,Balanced
U0144,2026-08,79230,14477,24090,4758,0,3387,3797,3416,9980,15322,63905,1,Balanced
U0144,2026-09,79230,19619,19831,5720,0,3824,1669,7673,6481,14409,64817,1,Balanced
U0144,2026-10,79230,18757,23829,5020,3116,4988,1746,5747,3031,12991,66234,1,Balanced
U0144,2026-11,79230,18446,26000,6335,0,4384,4165,5691,590,13615,65611,1,Balanced
U0144,2026-12,79230,14532,21910,5193,3613,4973,1875,6414,10444,10273,68954,1,Balanced
U0145,2026-01,28507,4513,8970,1739,0,1880,0,1754,5285,4364,24141,0,Saver
U0145,2026-02,28507,4763,7291,1795,1419,1871,1145,2502,3247,4468,24033,0,Saver
U0145,2026-03,28507,5641,8311,1568,0,1723,1019,1477,3613,5152,23352,0,Saver
U0145,2026-04,28507,6931,9656,1789,0,1532,1304,1767,645,4880,23624,0,Saver
U0145,2026-05,28507,5485,8946,2210,0,1187,826,1774,4222,3853,24650,0,Saver
U0145,2026-06,28507,5781,9907,1835,2235,925,0,1558,2170,4093,24411,0,Saver
U0145,2026-07,28507,5279,8621,1514,1051,1977,0,1422,1801,6838,21665,0,Saver
U0145,2026-08,28507,4705,8089,1946,0,1862,1426,2127,1261,7088,21416,0,Saver
U0145,2026-09,28507,5635,7920,2209,1379,1790,0,2372,2489,4709,23794,0,Saver
U0145,2026-10,28507,5642,7648,1715,1880,1618,1520,2046,278,6155,22347,0,Saver
U0145,2026-11,28507,6579,9899,1799,0,1671,0,1518,218,6820,21684,0,Saver
U0145,2026-12,28507,6547,8259,1726,0,1660,602,2695,2444,4571,23933,0,Saver
U0146,2026-01,24120,3909,6450,1444,0,1285,696,1752,3749,4830,19285,0,Saver
U0146,2026-02,24120,3886,7579,1386,0,1302,605,1846,1990,5523,18594,0,Saver
U0146,2026-03,24120,5814,8198,1692,0,1128,0,1418,3105,2762,21355,0,Saver
U0146,2026-04,24120,4803,8353,1808,1850,1429,0,1688,0,5465,19931,0,Saver
U0146,2026-05,24120,4632,8356,1824,1828,895,0,1206,0,6003,18741,0,Saver
U0146,2026-06,24120,4216,8017,1577,0,1107,1054,1451,2444,4250,19866,0,Saver
U0146,2026-07,24120,4757,6086,1762,1417,1341,501,1618,3258,3376,20740,0,Saver
U0146,2026-08,24120,5047,8357,1786,990,1521,0,1807,0,4700,19508,0,Saver
U0146,2026-09,24120,4108,7833,1332,1389,1117,0,2245,3412,2680,21436,0,Saver
U0146,2026-10,24120,5755,7721,1414,1026,1647,1385,2117,507,2544,21572,0,Saver
U0146,2026-11,24120,4432,6188,1877,1649,772,556,1207,3515,3918,20196,0,Saver
U0146,2026-12,24120,4390,7847,1723,961,1678,1061,2290,1150,3016,21100,0,Saver
U0147,2026-01,135401,21405,37350,9128,7380,6704,3683,10691,23281,15775,119622,2,High Spender
U0147,2026-02,135401,29137,38964,9453,0,5820,5932,12278,10422,23391,112006,2,High Spender
U0147,2026-03,135401,20985,38762,7486,0,8420,6079,11949,10173,31542,103854,2,High Spender
U0147,2026-04,135401,29471,38207,7633,0,7574,5331,9349,11244,26587,108809,2,High Spender
U0147,2026-05,135401,26626,43485,7166,0,5845,0,10407,14715,27154,108244,2,High Spender
U0147,2026-06,135401,21498,36179,6824,8388,7009,0,8494,25157,21847,113549,2,High Spender
U0147,2026-07,135401,26998,38006,9103,0,5866,0,12371,23241,19813,115585,2,High Spender
U0147,2026-08,135401,28124,36415,10576,10263,6427,0,10854,2877,29861,105536,2,High Spender
U0147,2026-09,135401,28559,45428,8240,0,9279,7501,8966,0,29232,107973,2,High Spender
U0147,2026-10,135401,24443,37126,8710,0,8690,0,5447,18576,32406,102992,2,High Spender
U0147,2026-11,135401,28893,37185,6989,4738,4366,0,7050,16641,29536,105862,2,High Spender
U0147,2026-12,135401,22760,37589,9558,4230,6394,5559,8504,7785,33018,102379,2,High Spender
U0148,2026-01,120186,25313,34348,6138,0,5954,0,5698,15523,27208,92974,2,High Spender
U0148,2026-02,120186,23725,33935,7416,7740,6896,2798,7022,6673,23976,96205,2,High Spender
U0148,2026-03,120186,24850,41921,7412,0,4691,5774,5144,12819,17572,102611,2,High Spender
U0148,2026-04,120186,23131,37775,6457,0,4869,0,8557,23302,16091,104091,2,High Spender
U0148,2026-05,120186,18631,30872,6391,6063,4023,0,6720,28697,18786,101397,2,High Spender
U0148,2026-06,120186,23602,38234,6550,0,4202,6474,8141,5782,27197,92985,2,High Spender
U0148,2026-07,120186,23497,33879,8245,9192,7469,0,6384,7479,24036,96145,2,High Spender
U0148,2026-08,120186,28374,34322,7578,4108,7109,0,10460,15979,12253,107930,2,High Spender
U0148,2026-09,120186,29530,33694,6891,0,5654,4880,8694,7297,23543,96640,2,High Spender
U0148,2026-10,120186,25786,36972,6591,0,4911,0,9321,20357,16244,103938,2,High Spender
U0148,2026-11,120186,18216,37629,7089,9364,4862,0,11888,17888,13247,106936,2,High Spender
U0148,2026-12,120186,26491,39261,7544,4099,4034,6961,5857,172,25763,94419,2,High Spender
U0149,2026-01,26852,5221,8341,2144,1273,1199,1222,2648,1509,3290,23557,0,Saver
U0149,2026-02,26852,6065,9224,1930,0,1409,1510,2034,0,5757,22172,0,Saver
U0149,2026-03,26852,6007,8573,1896,0,816,938,2122,3225,3270,23577,0,Saver
U0149,2026-04,26852,5775,7582,1433,0,1215,0,1210,5988,3646,23203,0,Saver
U0149,2026-05,26852,4463,8642,1974,0,1512,940,1194,2762,5361,21487,0,Saver
U0149,2026-06,26852,5283,9183,2074,0,1775,0,1935,2350,4248,22600,0,Saver
U0149,2026-07,26852,6499,7537,1416,1427,1597,0,2455,700,5217,21631,0,Saver
U0149,2026-08,26852,6499,9212,1846,0,810,0,2477,2665,3340,23509,0,Saver
U0149,2026-09,26852,5035,8411,1532,1092,1233,943,1772,715,6113,20733,0,Saver
U0149,2026-10,26852,6073,8860,2001,1773,1548,0,1293,1134,4166,22682,0,Saver
U0149,2026-11,26852,5578,6925,1372,1823,1417,0,2108,3172,4453,22395,0,Saver
U0149,2026-12,26852,6707,8309,1944,0,1530,871,2262,0,6053,21623,0,Saver
U0150,2026-01,30270,7149,9740,2283,1836,1375,769,1231,878,5005,25261,0,Saver
U0150,2026-02,30270,5785,9026,1686,2342,1265,1391,1618,1692,5460,24805,0,Saver
U0150,2026-03,30270,7478,8826,2188,1644,1670,830,2762,3,4865,25401,0,Saver
U0150,2026-04,30270,5456,10125,1896,0,2005,0,1221,2951,6611,23654,0,Saver
U0150,2026-05,30270,7169,9183,1804,1733,2112,790,2909,0,7485,25700,0,Saver
U0150,2026-06,30270,7338,7747,1521,0,1158,1755,2003,4384,4360,25906,0,Saver
U0150,2026-07,30270,7154,8150,1843,0,1965,1578,2793,0,7293,23483,0,Saver
U0150,2026-08,30270,4613,7853,2367,0,1075,1296,1930,5737,5397,24871,0,Saver
U0150,2026-09,30270,7193,9280,1651,0,1015,1656,2483,1425,5563,24703,0,Saver
U0150,2026-10,30270,6693,8386,1810,1517,1524,887,1380,1480,6588,23677,0,Saver
U0150,2026-11,30270,7038,8116,2029,1449,1899,0,2249,3647,3840,26427,0,Saver
U0150,2026-12,30270,7069,8405,1831,0,1434,1588,2240,3276,4423,25843,0,Saver
U0151,2026-01,26880,4723,8782,1466,1980,1326,1012,2033,2811,2742,24133,0,Saver
U0151,2026-02,26880,5610,7571,1873,0,1321,0,1557,3516,5428,21448,0,Saver
U0151,2026-03,26880,5240,8614,1766,0,1128,764,1935,1626,5802,21073,0,Saver
U0151,2026-04,26880,4380,9242,1703,2118,1385,1578,1577,796,4096,22779,0,Saver
U0151,2026-05,26880,5807,8817,1722,1272,1713,0,2258,1233,4054,22822,0,Saver
U0151,2026-06,26880,4514,8796,2079,1033,1063,1257,2603,0,6718,21345,0,Saver
U0151,2026-07,26880,4324,8883,1912,1389,1001,0,1689,997,6681,20195,0,Saver
U0151,2026-08,26880,5953,8235,1600,853,1228,1271,1387,0,6386,20527,0,Saver
U0151,2026-09,26880,5965,8552,1887,0,1672,0,2582,2688,3531,23346,0,Saver
U0151,2026-10,26880,6302,6836,1536,1730,1850,0,1610,1931,5081,21795,0,Saver
U0151,2026-11,26880,5718,6973,1807,0,1687,0,1687,5328,3678,23200,0,Saver
U0151,2026-12,26880,5386,7098,1385,1922,1169,1370,1228,2460,4857,22018,0,Saver
U0152,2026-01,57827,13209,18035,3797,0,3551,0,4841,4031,10360,47464,1,Balanced
U0152,2026-02,57827,12972,16563,3293,4368,2330,0,4355,2578,11365,46459,1,Balanced
U0152,2026-03,57827,10319,16788,3377,0,2804,0,2659,11822,10055,47769,1,Balanced
U0152,2026-04,57827,9117,15954,3666,0,1960,2654,3889,11076,9507,48316,1,Balanced
U0152,2026-05,57827,12541,18078,3750,3356,2733,0,3504,3565,10295,47527,1,Balanced
U0152,2026-06,57827,12343,19927,4439,0,1968,0,4237,4973,9937,47887,1,Balanced
U0152,2026-07,57827,13463,15330,4039,2394,1990,1688,3611,7949,7359,50464,1,Balanced
U0152,2026-08,57827,11753,15956,4053,0,2872,2941,4566,5134,10548,47275,1,Balanced
U0152,2026-09,57827,9129,18794,3765,0,2602,0,4297,12138,7099,50725,1,Balanced
U0152,2026-10,57827,10007,18047,3765,2719,2099,1861,2963,8439,7923,49900,1,Balanced
U0152,2026-11,57827,12076,19844,3865,4271,2662,2696,4693,0,11260,50107,1,Balanced
U0152,2026-12,57827,10967,19614,3148,3686,3144,0,5207,2019,10038,47785,1,Balanced
U0153,2026-01,125458,29735,31639,7297,0,7366,7438,11221,13238,17520,107934,2,High Spender
U0153,2026-02,125458,23405,31615,7661,3813,4602,2706,5967,32537,13149,112306,2,High Spender
U0153,2026-03,125458,31022,33151,8680,5148,7734,0,12365,7554,19799,105654,2,High Spender
U0153,2026-04,125458,24764,42641,7812,7674,8562,0,10867,3833,19301,106153,2,High Spender
U0153,2026-05,125458,23741,34669,9539,0,5976,0,5419,14927,31183,94271,2,High Spender
U0153,2026-06,125458,29076,37016,9621,0,7194,0,12223,13757,16568,108887,2,High Spender
U0153,2026-07,125458,26076,35456,9288,0,4944,3992,11645,7660,26392,99061,2,High Spender
U0153,2026-08,125458,22877,40112,9403,0,4756,0,7124,20291,20891,104563,2,High Spender
U0153,2026-09,125458,19132,32252,6406,0,4897,5395,5368,21743,30261,95193,2,High Spender
U0153,2026-10,125458,28746,40705,8311,0,6257,0,7724,2587,31126,94330,2,High Spender
U0153,2026-11,125458,22380,37866,8871,4742,5305,5730,7357,15864,17339,108115,2,High Spender
U0153,2026-12,125458,30769,41955,6717,0,6713,0,8087,297,30917,94538,2,High Spender
U0154,2026-01,26683,5457,6757,1532,0,1829,708,2512,4983,2901,23778,0,Saver
U0154,2026-02,26683,5859,8321,2057,0,1452,0,2328,2732,3931,22749,0,Saver
U0154,2026-03,26683,5918,8937,1545,1417,1629,0,1413,3067,2753,23926,0,Saver
U0154,2026-04,26683,5940,8913,1445,980,1235,1067,1971,2439,2687,23990,0,Saver
U0154,2026-05,26683,5635,8205,1915,0,1192,1390,1654,2108,4578,22099,0,Saver
U0154,2026-06,26683,6151,9313,1488,1685,1210,718,2155,0,5215,22720,0,Saver
U0154,2026-07,26683,4584,8380,2085,865,1845,1014,2415,0,5788,21188,0,Saver
U0154,2026-08,26683,4253,9073,1366,0,1719,553,1217,2925,5574,21106,0,Saver
U0154,2026-09,26683,5293,8159,1681,0,1722,1484,1671,2402,4267,22412,0,Saver
U0154,2026-10,26683,5921,9281,1642,1542,1670,1031,2608,0,6373,23695,0,Saver
U0154,2026-11,26683,5689,8198,1371,0,1709,0,2647,2633,4432,22247,0,Saver
U0154,2026-12,26683,6209,8478,1668,1387,1590,728,1436,1442,3741,22938,0,Saver
U0155,2026-01,119896,22721,37887,8549,5351,5344,5062,11308,8872,14797,105094,2,High Spender
U0155,2026-02,119896,24417,31610,6738,8094,7906,3040,5200,3682,29205,90687,2,High Spender
U0155,2026-03,119896,28791,34361,6173,0,5828,0,10031,11744,22965,96928,2,High Spender
U0155,2026-04,119896,27201,38148,7097,0,3857,0,9466,16170,17954,101939,2,High Spender
U0155,2026-05,119896,25741,40896,8806,9459,5431,0,8110,0,26449,98443,2,High Spender
U0155,2026-06,119896,23552,36523,8968,0,3615,0,9689,23970,13574,106317,2,High Spender
U0155,2026-07,119896,18868,39367,7710,0,5079,4343,10150,5128,29247,90645,2,High Spender
U0155,2026-08,119896,18550,31007,8862,0,7621,0,8256,19995,25602,94291,2,High Spender
U0155,2026-09,119896,27285,39083,6759,4764,5846,2574,8518,1566,23496,96395,2,High Spender
U0155,2026-10,119896,29879,31218,8801,0,7574,6380,9066,13712,13264,106630,2,High Spender
U0155,2026-11,119896,20574,34481,9213,0,7817,0,11976,11997,23834,96058,2,High Spender
U0155,2026-12,119896,19315,31179,6136,0,7718,6070,11596,13374,24504,95388,2,High Spender
U0156,2026-01,33521,6340,10276,2322,0,1597,1359,2413,1775,7435,26082,0,Saver
U0156,2026-02,33521,8034,10598,2593,0,1446,0,1442,5904,3500,30017,0,Saver
U0156,2026-03,33521,5788,8555,2314,2490,1598,0,2709,5189,4873,28643,0,Saver
U0156,2026-04,33521,7473,9023,1978,2256,1940,1141,1720,1198,6787,26729,0,Saver
U0156,2026-05,33521,7940,8967,1784,1341,2220,0,3114,1089,7062,26455,0,Saver
U0156,2026-06,33521,7186,9451,1891,2178,2184,1134,1631,211,7651,25866,0,Saver
U0156,2026-07,33521,7632,11173,2173,1810,1189,0,3309,2332,3900,29618,0,Saver
U0156,2026-08,33521,5332,8852,2423,2197,1604,0,1669,4396,7044,26473,0,Saver
U0156,2026-09,33521,7186,11200,1981,2183,1491,1121,2353,2472,3529,29987,0,Saver
U0156,2026-10,33521,6537,11282,2183,2166,2060,0,1525,3703,4060,29456,0,Saver
U0156,2026-11,33521,5885,11663,1888,0,1935,1563,3184,474,6926,26592,0,Saver
U0156,2026-12,33521,5214,10929,1926,1710,2030,1235,2106,4983,3383,30133,0,Saver
U0157,2026-01,24830,5878,6551,1595,1784,1022,501,1075,659,5761,19065,0,Saver
U0157,2026-02,24830,5320,8530,1458,0,969,1434,1531,1767,3818,21009,0,Saver
U0157,2026-03,24830,3862,7494,1543,1754,1587,0,1115,4165,3306,21520,0,Saver
U0157,2026-04,24830,4695,8680,1345,1454,1685,982,2244,0,5982,21085,0,Saver
U0157,2026-05,24830,4849,8376,1685,1206,1665,0,1663,0,5994,19444,0,Saver
U0157,2026-06,24830,3814,8335,1264,1351,1241,0,1197,5045,2579,22247,0,Saver
U0157,2026-07,24830,3959,7558,1433,0,829,1348,1538,3795,4367,20460,0,Saver
U0157,2026-08,24830,4825,6880,1684,0,1259,0,2417,4528,3233,21593,0,Saver
U0157,2026-09,24830,5935,6331,1409,0,1415,0,2125,3531,4079,20746,0,Saver
U0157,2026-10,24830,5629,8544,1286,1717,1467,0,2031,0,5175,20674,0,Saver
U0157,2026-11,24830,5905,8260,1514,944,1099,504,1192,2747,2661,22165,0,Saver
U0157,2026-12,24830,5959,7389,1671,0,1002,0,2073,2486,4246,20580,0,Saver
U0158,2026-01,31093,6000,9400,1657,0,1027,0,2219,4931,5855,25234,0,Saver
U0158,2026-02,31093,5831,9698,1652,0,1188,688,1763,5128,5141,25948,0,Saver
U0158,2026-03,31093,5241,10395,1901,1478,1547,0,1882,4430,4215,26874,0,Saver
U0158,2026-04,31093,5542,10805,2277,1778,1998,0,2964,0,6766,25364,0,Saver
U0158,2026-05,31093,6809,7965,2228,0,2017,1800,1832,5259,3179,27910,0,Saver
U0158,2026-06,31093,5270,9763,2193,1347,2171,0,1432,3660,5252,25836,0,Saver
